reserved;definition;name;value;briefDescription
##Module SubGen;;;;
##ModuleRevision 0x020101;;;;
##FileRevision 24;;;;
Copyright ABB 2011.;;;;
All rights reserved. Reproduction modification;;;;
use or disclosure to third parties without express;;;;
authority is forbidden.;;;;
!;;;;
!;;;;
";;;;
";;;;
;T_HART_UNITS;UM_MICRO_US_GALLON_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLI_US_GALLON_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILO_US_GALLON_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MEGA_US_GALLON_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MICRO_US_GALLON_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLI_US_GALLON_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILO_US_GALLON_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MICRO_IMPERIAL_GALLON_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLI_IMPERIAL_GALLON_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILO_IMPERIAL_GALLON_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MEGA_IMPERIAL_GALLON_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MICRO_IMPERIAL_GALLON_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLI_IMPERIAL_GALLON_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILO_IMPERIAL_GALLON_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MEGA_IMPERIAL_GALLON_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MICRO_IMPERIAL_GALLON_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLI_IMPERIAL_GALLON_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILO_IMPERIAL_GALLON_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MEGA_IMPERIAL_GALLON_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MICRO_IMPERIAL_GALLON_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLI_IMPERIAL_GALLON_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILO_IMPERIAL_GALLON_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MEGA_IMPERIAL_GALLON_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLION_GALLON_PER_DAY;NOT_SUPPORTED;Volume Flow TODO duplicate?
;T_HART_UNITS;UM_BARREL_PER_SECOND;132;Volume Flow
;T_HART_UNITS;UM_BARREL_PER_MINUTE;133;Volume Flow
;T_HART_UNITS;UM_BARREL_PER_HOUR;134;Volume Flow
;T_HART_UNITS;UM_BARREL_PER_DAY;135;Volume Flow
;T_HART_UNITS;UM_MICROBARREL_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLIBARREL_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILOBARREL_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MEGABARREL_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MEGABARREL_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MICROBARREL_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLIBARREL_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILOBARREL_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MICROBARREL_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLIBARREL_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILOBARREL_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MEGABARREL_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MICROBARREL_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLIBARREL_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILOBARREL_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MEGABARREL_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILOBARREL_US_BEER_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILOBARREL_US_BEER_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_KILOBARREL_US_BEER_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_BARREL_US_BEER_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_BARREL_US_BEER_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_BARREL_US_BEER_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLIBARREL_US_BEER_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLIBARREL_US_BEER_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLIBARREL_US_BEER_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MILLIBARREL_US_BEER_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MICROBARREL_US_BEER_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_MICROBARREL_US_BEER_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_BARREL_LIQUID_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_BARREL_LIQUID_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_BARREL_LIQUID_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_BARREL_FEDERAL_PER_SECOND;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_BARREL_FEDERAL_PER_MINUTE;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_BARREL_FEDERAL_PER_HOUR;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_BARREL_FEDERAL_PER_DAY;NOT_SUPPORTED;Volume Flow
;T_HART_UNITS;UM_NORMAL_CUBIC_METER_PER_SECOND_0C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_NORMAL_CUBIC_METER_PER_MINUTE_0C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_NORMAL_CUBIC_METER_PER_HOUR_0C_1ATM;121;Norm Volume Flow
;T_HART_UNITS;UM_NORMAL_CUBIC_METER_PER_DAY_0C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_NORMAL_LITER_PER_SECOND_0C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_NORMAL_LITER_PER_MINUTE_0C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_NORMAL_LITER_PER_HOUR_0C_1ATM;122;Norm Volume Flow
;T_HART_UNITS;UM_NORMAL_LITER_PER_DAY_0C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_STANDARD_CUBIC_FEET_PER_MINUTE_60F_1ATM;123;Norm Volume Flow
;T_HART_UNITS;UM_STANDARD_CUBIC_FEET_PER_HOUR_60F_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_STANDARD_CUBIC_METER_PER_SECOND_20C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_STANDARD_CUBIC_METER_PER_MINUTE_20C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_STANDARD_CUBIC_METER_PER_HOUR_20C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_STANDARD_CUBIC_METER_PER_DAY_20C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_STANDARD_LITER_PER_SECOND_20C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_STANDARD_LITER_PER_MINUTE_20C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_STANDARD_LITER_PER_HOUR_20C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_STANDARD_LITER_PER_DAY_20C_1ATM;NOT_SUPPORTED;Norm Volume Flow
;T_HART_UNITS;UM_GRAM_PER_SECOND;70;Mass Flow
;T_HART_UNITS;UM_GRAM_PER_MINUTE;71;Mass Flow
;T_HART_UNITS;UM_GRAM_PER_HOUR;72;Mass Flow
;T_HART_UNITS;UM_GRAM_PER_DAY;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_KILOGRAM_PER_SECOND;73;Mass Flow
;T_HART_UNITS;UM_KILOGRAM_PER_MINUTE;74;Mass Flow
;T_HART_UNITS;UM_KILOGRAM_PER_HOUR;75;Mass Flow
;T_HART_UNITS;UM_KILOGRAM_PER_DAY;76;Mass Flow
;T_HART_UNITS;UM_METRIC_TON_PER_SECOND;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_METRIC_TON_PER_MINUTE;77;Mass Flow
;T_HART_UNITS;UM_METRIC_TON_PER_HOUR;78;Mass Flow
;T_HART_UNITS;UM_METRIC_TON_PER_DAY;79;Mass Flow
;T_HART_UNITS;UM_POUND_PER_SECOND;80;Mass Flow
;T_HART_UNITS;UM_POUND_PER_MINUTE;81;Mass Flow
;T_HART_UNITS;UM_POUND_PER_HOUR;82;Mass Flow
;T_HART_UNITS;UM_POUND_PER_DAY;83;Mass Flow
;T_HART_UNITS;UM_SHORT_TON_PER_SECOND;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_SHORT_TON_PER_MINUTE;84;Mass Flow
;T_HART_UNITS;UM_SHORT_TON_PER_HOUR;85;Mass Flow
;T_HART_UNITS;UM_SHORT_TON_PER_DAY;86;Mass Flow
;T_HART_UNITS;UM_LONG_TON_PER_SECOND;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_LONG_TON_PER_MINUTE;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_LONG_TON_PER_HOUR;87;Mass Flow
;T_HART_UNITS;UM_LONG_TON_PER_DAY;88;Mass Flow
;T_HART_UNITS;UM_KILOPOUND_US_PER_DAY;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_KILOPOUND_US_PER_HOUR;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_KILOPOUND_US_PER_MINUTE;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_KILOPOUND_US_PER_SECOND;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_OUNCE_PER_SECOND;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_OUNCE_PER_MINUTE;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_OUNCE_PER_HOUR;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_OUNCE_PER_DAY;NOT_SUPPORTED;Mass Flow
;T_HART_UNITS;UM_CUBIC_METER;43;Volume
;T_HART_UNITS;UM_LITER;41;Volume
;T_HART_UNITS;UM_CUBIC_INCH;113;Volume
;T_HART_UNITS;UM_CUBIC_FEET;112;Volume
;T_HART_UNITS;UM_CUBIC_YARD;111;Volume
;T_HART_UNITS;UM_HECTOLITER;236;Volume
;T_HART_UNITS;UM_IMPERIAL_GALLON;42;Volume
;T_HART_UNITS;UM_US_GALLON;40;Volume
;T_HART_UNITS;UM_BUSHEL;110;Volume
;T_HART_UNITS;UM_CUBIC_CENTIMETER;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_CUBIC_MILLIMETER;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_CUBIC_MEGAMETER;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_CUBIC_MILE;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_CUBIC_MEGAFEET;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_CENTILITER;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_MILLILITER;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_KILOLITER;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_MEGALITER;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_PINT;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_QUART;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_BARREL;46;Volume
;T_HART_UNITS;UM_BARREL_LIQUID;124;Volume
;T_HART_UNITS;UM_BARREL_FEDERAL;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_STANDARD_CUBIC_FEET;NOT_SUPPORTED;Volume TODO double ?
;T_HART_UNITS;UM_KILOGALLON;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_KILO_IMPERIAL_GALLON;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_MEGABARREL;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_ACRE_INCH;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_ACRE_FEET;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_MEGAGALLON;NOT_SUPPORTED;Volume
;T_HART_UNITS;UM_NORMAL_CUBIC_METER_0C_1ATM;166;Norm Volume
;T_HART_UNITS;UM_NORMAL_LITER_0C_1ATM;167;Norm Volume
;T_HART_UNITS;UM_STANDARD_CUBIC_FOOT_60F_1ATM;168;Norm Volume
;T_HART_UNITS;UM_STANDARD_CUBIC_METER_20C_1ATM;NOT_SUPPORTED;Norm Volume
;T_HART_UNITS;UM_STANDARD_LITER_20C_1ATM;NOT_SUPPORTED;Norm Volume
;T_HART_UNITS;UM_GRAM;60;Mass
;T_HART_UNITS;UM_KILOGRAM;61;Mass
;T_HART_UNITS;UM_METRIC_TON;62;Mass
;T_HART_UNITS;UM_POUND;63;Mass
;T_HART_UNITS;UM_OUNCE;125;Mass
;T_HART_UNITS;UM_MILLIGRAM;NOT_SUPPORTED;Mass
;T_HART_UNITS;UM_MEGAGRAM;NOT_SUPPORTED;Mass
;T_HART_UNITS;UM_SHORT_TON;64;Mass
;T_HART_UNITS;UM_LONG_TON;65;Mass
;T_HART_UNITS;UM_MEGAPASCAL;237;Pressure
;T_HART_UNITS;UM_MILLIPASCAL;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MICROPASCAL;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_PASCAL_U;11;Pressure
;T_HART_UNITS;UM_KILOPASCAL;12;Pressure
;T_HART_UNITS;UM_BAR;7;Pressure
;T_HART_UNITS;UM_MILLIBAR;8;Pressure
;T_HART_UNITS;UM_ATMOSPHERE;14;Pressure
;T_HART_UNITS;UM_POUNDFORCE_PER_SQUARE_INCH;6;Pressure
;T_HART_UNITS;UM_POUNDFORCE_PER_SQUARE_INCH_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_POUNDFORCE_PER_SQUARE_INCH_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_GRAMFORCE_PER_SQUARE_CENTIMETER;9;Pressure
;T_HART_UNITS;UM_KILOGRAMFORCE_PER_SQUARE_CENTIMETER;10;Pressure
;T_HART_UNITS;UM_GIGAPASCAL;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_HECTOPASCAL;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_PASCAL_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_PASCAL_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_GIGAPASCA_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_GIGAPASCA_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MEGAPASCAL_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MEGAPASCAL_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_KILOPASCAL_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_KILOPASCAL_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIPASCAL_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIPASCAL_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MICROPASCAL_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MICROPASCAL_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_HECTOPASCAL_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_HECTOPASCAL_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_H2O_60F_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_H2O_60F_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_H2O_4C_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_H2O_4C_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_H2O_68F_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_H2O_68F_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_H2O_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_H2O_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_H2O_4C_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_H2O_4C_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_H2O_68F_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_H2O_68F_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_FEET_H2O_ABSOLUTE_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_FEET_H2O_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_FEET_H2O_4C_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_FEET_H2O_4C_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_FEET_H2O_68F_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_FEET_H2O_68F_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_HG_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_HG_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_HG_0C_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_HG_0C_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_HG_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_HG_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_HG_0C_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_HG_0C_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_H2O_60F;145;Pressure
;T_HART_UNITS;UM_INCH_H2O_4C;238;Pressure
;T_HART_UNITS;UM_INCH_H2O_68F;1;Pressure
;T_HART_UNITS;UM_MILLIMETER_H2O;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_H2O_4C;239;Pressure
;T_HART_UNITS;UM_MILLIMETER_H2O_68F;4;Pressure
;T_HART_UNITS;UM_FEET_H2O;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_FEET_H2O_4C;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_FEET_H2O_68F;3;Pressure
;T_HART_UNITS;UM_INCH_HG;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_INCH_HG_0C;2;Pressure
;T_HART_UNITS;UM_MILLIMETER_HG;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIMETER_HG_0C;5;Pressure
;T_HART_UNITS;UM_TORR;13;Pressure
;T_HART_UNITS;UM_GRAMFORCE_PER_SQUARE_CENTIMETER_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_GRAMFORCE_PER_SQUARE_CENTIMETER_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_KILOGRAMFORCE_PER_SQUARE_CENTIMETER_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_KILOGRAMFORCE_PER_SQUARE_CENTIMETER_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_BAR_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_BAR_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIBAR_GAUGE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_MILLIBAR_ABSOLUTE;NOT_SUPPORTED;Pressure
;T_HART_UNITS;UM_KELVIN;35;Temperature
;T_HART_UNITS;UM_CELSIUS;32;Temperature
;T_HART_UNITS;UM_FAHRENHEIT;33;Temperature
;T_HART_UNITS;UM_RANKINE;34;Temperature
;T_HART_UNITS;UM_KILOGRAM_PER_CUBIC_METER;92;MassDensity
;T_HART_UNITS;UM_GRAM_PER_CUBIC_CENTIMETER;91;MassDensity
;T_HART_UNITS;UM_KILOGRAM_PER_LITER;96;MassDensity
;T_HART_UNITS;UM_POUND_PER_CUBIC_INCH;98;MassDensity
;T_HART_UNITS;UM_POUND_PER_CUBIC_FOOT;94;MassDensity
;T_HART_UNITS;UM_MEGAGRAM_PER_CUBIC_METER;NOT_SUPPORTED;MassDensity
;T_HART_UNITS;UM_GRAM_PER_CUBIC_METER;NOT_SUPPORTED;MassDensity
;T_HART_UNITS;UM_METRIC_TON_PER_CUBIC_METER;NOT_SUPPORTED;MassDensity
;T_HART_UNITS;UM_GRAM_PER_MILLILITER;95;MassDensity
;T_HART_UNITS;UM_GRAM_PER_LITER;97;MassDensity
;T_HART_UNITS;UM_POUND_PER_US_GALLON;93;MassDensity
;T_HART_UNITS;UM_SHORT_TON_PER_CUBIC_YARD;99;MassDensity
;T_HART_UNITS;UM_POUND_PER_GALLON;NOT_SUPPORTED;MassDensity
;T_HART_UNITS;UM_MICROGRAM_PER_LITER;146;MassDensity
;T_HART_UNITS;UM_MICROGRAM_PER_CUBIC_METER;147;MassDensity
;T_HART_UNITS;UM_MILLIGRAM_PER_LITER;NOT_SUPPORTED;MassDensity
;T_HART_UNITS;UM_VOLT;58;Voltage alias EMF
;T_HART_UNITS;UM_MILLIVOLT;36;Voltage alias EMF
;T_HART_UNITS;UM_MEGAVOLT;NOT_SUPPORTED;Voltage alias EMF
;T_HART_UNITS;UM_KILOVOLT;NOT_SUPPORTED;Voltage alias EMF
;T_HART_UNITS;UM_MICROVOLT;NOT_SUPPORTED;Voltage alias EMF
;T_HART_UNITS;UM_OHM;37;Resistance
;T_HART_UNITS;UM_KILOOHM;163;Resistance
;T_HART_UNITS;UM_GIGAOHM;NOT_SUPPORTED;Resistance
;T_HART_UNITS;UM_MEGAOHM;NOT_SUPPORTED;Resistance
;T_HART_UNITS;UM_MILLIOHM;NOT_SUPPORTED;Resistance
;T_HART_UNITS;UM_MICROOHM;NOT_SUPPORTED;Resistance
;T_HART_UNITS;UM_SECOND;51;Time
;T_HART_UNITS;UM_MINUTE;50;Time
;T_HART_UNITS;UM_HOUR;52;Time
;T_HART_UNITS;UM_DAY;53;Time
;T_HART_UNITS;UM_KILOSECOND;NOT_SUPPORTED;Time
;T_HART_UNITS;UM_MILLISECOND;NOT_SUPPORTED;Time
;T_HART_UNITS;UM_MICROSECOND;NOT_SUPPORTED;Time
;T_HART_UNITS;UM_HERTZ;38;Frequency
;T_HART_UNITS;UM_TERAHERTZ;NOT_SUPPORTED;Frequency
;T_HART_UNITS;UM_GIGAHERTZ;NOT_SUPPORTED;Frequency
;T_HART_UNITS;UM_MEGAHERTZ;NOT_SUPPORTED;Frequency
;T_HART_UNITS;UM_KILO_HERTZ;NOT_SUPPORTED;Frequency
;T_HART_UNITS;UM_COUNT_PER_SECOND;NOT_SUPPORTED;Frequency
;T_HART_UNITS;UM_PER_SECOND;NOT_SUPPORTED;Frequency
;T_HART_UNITS;UM_PER_MINUTE;NOT_SUPPORTED;Frequency
;T_HART_UNITS;UM_REVOLUTION_PER_SECOND;118;Angular Velocity
;T_HART_UNITS;UM_REVOLUTION_PER_MINUTE;119;Angular Velocity
;T_HART_UNITS;UM_ONE_PER_32_MILLISECOND;NOT_SUPPORTED;Frequency
;T_HART_UNITS;UM_MILLIAMPERE;39;Electric Current
;T_HART_UNITS;UM_AMPERE;NOT_SUPPORTED;Electric Current
;T_HART_UNITS;UM_KILOAMPERE;NOT_SUPPORTED;Electric Current
;T_HART_UNITS;UM_MICROAMPERE;NOT_SUPPORTED;Electric Current
;T_HART_UNITS;UM_NANOAMPERE;NOT_SUPPORTED;Electric Current
;T_HART_UNITS;UM_PICOAMPERE;NOT_SUPPORTED;Electric Current
;T_HART_UNITS;UM_PERCENT;57;Ratio
;T_HART_UNITS;UM_PARTS_PER_MILLION;139;Ratio
;T_HART_UNITS;UM_PARTS_PER_BILLION;169;Ratio
;T_HART_UNITS;UM_PARTS_PER_THOUSAND;NOT_SUPPORTED;Ratio
;T_HART_UNITS;UM_PARTS_PER_TRILLION;NOT_SUPPORTED;Ratio
;T_HART_UNITS;UM_PICOFARAD;153;Capacitance
;T_HART_UNITS;UM_FARAD;NOT_SUPPORTED;Capacitance
;T_HART_UNITS;UM_MILLIFARAD;NOT_SUPPORTED;Capacitance
;T_HART_UNITS;UM_MICROFARAD;NOT_SUPPORTED;Capacitance
;T_HART_UNITS;UM_NANOFARAD;NOT_SUPPORTED;Capacitance
;T_HART_UNITS;UM_MILLIMETER;49;Length
;T_HART_UNITS;UM_CENTIMETER;48;Length
;T_HART_UNITS;UM_METER;45;Length
;T_HART_UNITS;UM_FOOT;44;Length
;T_HART_UNITS;UM_INCH;47;Length
;T_HART_UNITS;UM_KILOMETER;NOT_SUPPORTED;Length
;T_HART_UNITS;UM_MICROMETER;NOT_SUPPORTED;Length
;T_HART_UNITS;UM_NANOMETER;NOT_SUPPORTED;Length
;T_HART_UNITS;UM_PICOMETER;NOT_SUPPORTED;Length
;T_HART_UNITS;UM_ANGSTROM;NOT_SUPPORTED;Length
;T_HART_UNITS;UM_YARD;NOT_SUPPORTED;Length
;T_HART_UNITS;UM_MILE;NOT_SUPPORTED;Length
;T_HART_UNITS;UM_NAUTICAL_MILE;NOT_SUPPORTED;Length
;T_HART_UNITS;UM_MICRON;NOT_SUPPORTED;Length
;T_HART_UNITS;UM_MIL;NOT_SUPPORTED;Length
