reserved;Target Subsystem Name;Target Object Name;Target Attribute Index;Bas;Std;Adv;Svc
##Module arm;;;;;;;
##ModuleRevision 01;;;;;;;
##FileRevision 122;;;;;;;
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;7;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;8;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;9;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;10;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;11;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;12;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;13;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;14;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;15;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;16;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;17;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;18;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;19;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;20;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;21;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;22;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;23;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;24;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;25;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;26;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;27;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;28;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;29;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;30;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister1;31;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;0;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;1;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;2;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;3;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;4;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;5;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;6;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;7;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;8;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;9;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;10;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;11;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;12;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;13;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;14;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;15;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;16;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;17;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;18;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;19;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;20;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;21;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;22;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;23;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;24;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;25;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;26;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;27;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;28;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;29;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;30;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_configScanRegister2;31;RO;RW;RW;RW
